"id","premise","hypothesis","type","trigger","resp_1","resp_2","resp_3","resp_4","resp_5","mean_resp","sd_resp"
"467","Tartars and Arab clans / tribes exemplify this stage well. Such an inquiry can be either light-bearing or fruit-bearing (Pigou, 1946).","In the analysis of human society, soemthing dominates.","target-prior","clefts",99.25,49.85,2.26,80.48,79.18,62.204,37.8830678535939
"467","Tartars and Arab clans / tribes exemplify this stage well. Such an inquiry can be either light-bearing or fruit-bearing (Pigou, 1946). In the analysis of human society, it isn't the fruit-bearing that dominates.","In the analysis of human society, soemthing dominates.","target-negated","clefts",97.4,100,100,100,100,99.48,1.16275534829989
"467","Tartars and Arab clans / tribes exemplify this stage well. Such an inquiry can be either light-bearing or fruit-bearing (Pigou, 1946). In the analysis of human society, it is the fruit-bearing that dominates.","In the analysis of human society, soemthing dominates.","target-original","clefts",100,64.32,100,100,NA,91.08,17.84
"474","They won't be able to sit in circle time. They won't have any idea that the rules apply to them.","Something often brings the child to first attention.","target-prior","clefts",5.6,79.78,46.85,66.88,NA,49.7775,32.4184478088223
"474","They won't be able to sit in circle time. They won't have any idea that the rules apply to them. it's not that kind of thing that often brings the child to first attention. GROSS","Something often brings the child to first attention.","target-negated","clefts",0.98,100,97.3,10.02,NA,52.075,53.9179262088841
"474","They won't be able to sit in circle time. They won't have any idea that the rules apply to them. it's that kind of thing that often brings the child to first attention. GROSS","Something often brings the child to first attention.","target-original","clefts",100,100,100,100,86.37,97.274,6.09552130666442
"476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil.","Something is poised for a makeover.","target-prior","clefts",53.6,99.64,64.9,49.55,NA,66.9225,22.7582810935565
"476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil. A new revolution is underway, and this time, it's not the fuel that's poised for a makeover.","Something is poised for a makeover.","target-negated","clefts",100,99.85,100,96.71,NA,99.14,1.62154247554605
"476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil. A new revolution is underway, and this time, it's the fuel that's poised for a makeover.","Something is poised for a makeover.","target-original","clefts",100,100,100,100,100,100,0
"537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents.","STDs is a consideration.","target-prior","comparatives",91.84,75.09,100,99.79,99.64,93.272,10.7347272904345
"537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents. Some evidence suggests that pregnancy may not be a far more important consideration than STDs in adolescents' condom use decisions","STDs is a consideration.","target-negated","comparatives",100,100,100,93.62,100,98.724,2.85322273928973
"537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents. Some evidence suggests that pregnancy may be a far more important consideration than STDs in adolescents' condom use decisions","STDs is a consideration.","target-original","comparatives",95.9,97.98,100,93.76,NA,96.91,2.68549188542186
"539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes?","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.","target-prior","continuation_of_state",99.66,0,1.05,55.24,NA,38.9875,47.9742120831598
"539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes? You'd better not start giving me the kind of cuts that I want to have in certain entitlement programs.","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.","target-negated","continuation_of_state",94.81,97.5,96.77,76.86,2.55,73.698,40.6712585249092
"539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes? You'd better start giving me the kind of cuts that I want to have in certain entitlement programs.","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.","target-original","continuation_of_state",100,100,93.4,82.09,99.19,94.936,7.69356419353215
"540","After coming to Christ, in order to catch up with the kids in Sunday school, I read the Bible a lot. I learned that if you read 40 chapters per day, you could read through the entire Bible every monthor, what I did more often, through the New Testament every week.","Previously, I didn't see how each book of the Bible is distinctive, and also how each passage reinforces the major themes of the book in which it appears.","target-prior","continuation_of_state",34.25,1.8,0,60.71,25.95,24.542,25.1190180938666
"540","After coming to Christ, in order to catch up with the kids in Sunday school, I read the Bible a lot. I learned that if you read 40 chapters per day, you could read through the entire Bible every monthor, what I did more often, through the New Testament every week. I didn't begin to see how each book of the Bible is distinctive, and also how each passage reinforces the major themes of the book in which it appears.","Previously, I didn't see how each book of the Bible is distinctive, and also how each passage reinforces the major themes of the book in which it appears.","target-negated","continuation_of_state",68.41,100,100,95.33,NA,90.935,15.1771769443464
"540","After coming to Christ, in order to catch up with the kids in Sunday school, I read the Bible a lot. I learned that if you read 40 chapters per day, you could read through the entire Bible every monthor, what I did more often, through the New Testament every week. I began to see how each book of the Bible is distinctive, and also how each passage reinforces the major themes of the book in which it appears.","Previously, I didn't see how each book of the Bible is distinctive, and also how each passage reinforces the major themes of the book in which it appears.","target-original","continuation_of_state",93.4,100,100,99.9,92.25,97.11,3.9329378332234
"545","But by then, Drew says, there were strains in the marriage. Mr-PETERSON:","Our relationship didn't deteriorate before.","target-prior","continuation_of_state",7.99,70.47,11.77,4.73,1.01,19.194,28.9384636772583
"545","But by then, Drew says, there were strains in the marriage. Mr-PETERSON: Our relationship didn't start deteriorating.","Our relationship didn't deteriorate before.","target-negated","continuation_of_state",96.25,100,85.35,82.32,83.1,89.404,8.14710562101659
"545","But by then, Drew says, there were strains in the marriage. Mr-PETERSON: Our relationship started deteriorating.","Our relationship didn't deteriorate before.","target-original","continuation_of_state",72.74,51.5,98.11,87.75,56.58,73.336,19.8711104370138
"556","<i>(No context.)</i>","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.","target-prior","continuation_of_state",0.06,93.4,50.3,0.09,93.47,47.464,46.7069216497941
"556","  Despite her sales figures, Katzen didn't begin to feel uncomfortable with the first two books and the level of cooking knowledge they represented.","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.","target-negated","continuation_of_state",100,100,98.54,100,100,99.708,0.652931849429936
"556","  Despite her sales figures, Katzen began to feel uncomfortable with the first two books and the level of cooking knowledge they represented.","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.","target-original","continuation_of_state",0,2.26,0,0,NA,0.565,1.13
"569","voice-over Micki wrote to the friend she had not seen since age 12, to find out how Sonia's life had taken such a disastrous turn.","Sonia didn't write back in the past.","target-prior","continuation_of_state",50.9,99.71,50.75,21.18,12.73,47.054,34.0907147182338
"569","voice-over Micki wrote to the friend she had not seen since age 12, to find out how Sonia's life had taken such a disastrous turn. Sonia didn't begin writing back.","Sonia didn't write back in the past.","target-negated","continuation_of_state",94.61,78.7,100,98.07,100,94.276,8.9811764262818
"569","voice-over Micki wrote to the friend she had not seen since age 12, to find out how Sonia's life had taken such a disastrous turn. Sonia began writing back.","Sonia didn't write back in the past.","target-original","continuation_of_state",26.21,90.42,35.96,95.21,42.98,58.156,32.2392808542622
"580","The number of outlets selling Huawei globally increased by 116% to 35,000 stores as of May this year, the company said. ","Huawei's operating margins somehow plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.","target-prior","embedded_question",47.6,15.71,2.7,100,41.05,41.412,37.5172889478971
"580","The number of outlets selling Huawei globally increased by 116% to 35,000 stores as of May this year, the company said.  That explains why Huawei's operating margins plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.","Huawei's operating margins somehow plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.","target-negated","embedded_question",100,100,100,NA,NA,100,0
"580","The number of outlets selling Huawei globally increased by 116% to 35,000 stores as of May this year, the company said.  That explains why Huawei's operating margins plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.","Huawei's operating margins somehow plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.","target-original","embedded_question",36.11,100,100,100,100,87.222,28.5724766164923
"588","Sometimes she came right from the set, still flushed, stinking of sex, in shorts and a halter top, and she held his hand until his racing heart slowed to a regular pace. He didn't like it, his peek into her world; it scared the hell out of him.","She did it somehow.","target-prior","embedded_question",97.45,91.52,79.66,100,67.71,87.268,13.4559789684735
"588","Sometimes she came right from the set, still flushed, stinking of sex, in shorts and a halter top, and she held his hand until his racing heart slowed to a regular pace. He didn't like it, his peek into her world; it scared the hell out of him. He knew how she did it.","She did it somehow.","target-negated","embedded_question",100,100,100,NA,NA,100,0
"588","Sometimes she came right from the set, still flushed, stinking of sex, in shorts and a halter top, and she held his hand until his racing heart slowed to a regular pace. He didn't like it, his peek into her world; it scared the hell out of him. He didn't know how she did it.","She did it somehow.","target-original","embedded_question",100,100,100,97.14,100,99.428,1.27903088312988
"602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. "" ","Something was transpiring.","target-prior","embedded_question",60.12,87.27,90.33,100,NA,84.43,17.0907050761518
"602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. ""  Jimy Williams, who mixed and matched his relievers through the no-hitter, didn't realize what was transpiring.","Something was transpiring.","target-negated","embedded_question",98.69,100,95.84,100,100,98.906,1.80537530724224
"602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. ""  Jimy Williams, who mixed and matched his relievers through the no-hitter, didn't realize what was transpiring.","Something was transpiring.","target-original","embedded_question",100,100,100,100,100,100,0
"607"," All the debate can finally be laid to rest.","Something happened to Jar Jar Binks after Revenge of the Sith, and he's been soemthing doing since Return of the Jedi.","target-prior","embedded_question",51.05,47.75,49.4,41.64,25.43,43.054,10.4745515417129
"607"," All the debate can finally be laid to rest. We don't know what happened to Jar Jar Binks after Revenge of the Sith, and what he's been doing since Return of the Jedi.","Something happened to Jar Jar Binks after Revenge of the Sith, and he's been soemthing doing since Return of the Jedi.","target-negated","embedded_question",19.52,100,78.21,100,NA,74.4325,38.0221263433105
"607"," All the debate can finally be laid to rest. We know what happened to Jar Jar Binks after Revenge of the Sith, and what he's been doing since Return of the Jedi.","Something happened to Jar Jar Binks after Revenge of the Sith, and he's been soemthing doing since Return of the Jedi.","target-original","embedded_question",100,99.87,100,96.31,100,99.236,1.63665207053912
"615"," Archeologist Ivor Noel Hume drew the same conclusion back in the early' 90s, when he uncovered on Roanoke Island what he called a science workshop, including fragments of a crucible and evidence of metalworking.","Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.","target-prior","factives",89.62,97.98,99.28,10.65,49.25,69.356,38.652472495301
"615"," Archeologist Ivor Noel Hume drew the same conclusion back in the early' 90s, when he uncovered on Roanoke Island what he called a science workshop, including fragments of a crucible and evidence of metalworking. Historical records didn't report that Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.","Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.","target-negated","factives",100,24.4,100,100,97.09,84.298,33.5077009059112
"615"," Archeologist Ivor Noel Hume drew the same conclusion back in the early' 90s, when he uncovered on Roanoke Island what he called a science workshop, including fragments of a crucible and evidence of metalworking. Historical records report that Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.","Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.","target-original","factives",100,99.73,93.98,100,NA,98.4275,2.96773061445947
"616","Two months earlier, Mattel rescinded its $5.2 billion offer to buy Hasbro following Hasbro's insistence the deal would never clear antitrust hurdles. ","Nothing has changed.","target-prior","factives",74.31,0,1.55,0,0,15.172,33.0659593842368
"616","Two months earlier, Mattel rescinded its $5.2 billion offer to buy Hasbro following Hasbro's insistence the deal would never clear antitrust hurdles.  Responding to criticisms that regulators have gone overboard in scrutinizing deals, Baer didn't say nothing has changed.","Nothing has changed.","target-negated","factives",11.48,0.02,53.15,0.25,NA,16.225,25.1910916794013
"616","Two months earlier, Mattel rescinded its $5.2 billion offer to buy Hasbro following Hasbro's insistence the deal would never clear antitrust hurdles.  Responding to criticisms that regulators have gone overboard in scrutinizing deals, Baer says nothing has changed.","Nothing has changed.","target-original","factives",100,96.2,99.28,67.71,NA,90.7975,15.4796476596422
"626","Sonia considers herself "" good at languages. "" She has an ear for them.","Sonia is Italian.","target-prior","factives",50.15,50.45,51.95,22.52,0.46,35.106,22.9359615015373
"626","Sonia considers herself "" good at languages. "" She has an ear for them. In Spain people don't think Sonia is Italian.","Sonia is Italian.","target-negated","factives",95.77,84.18,72.61,98.88,89.89,88.266,10.4092521345196
"626","Sonia considers herself "" good at languages. "" She has an ear for them. In Spain people think Sonia is Italian.","Sonia is Italian.","target-original","factives",19.28,0.12,5.74,NA,NA,8.38,9.84904056241013
"657","What he's doing is totally and completely normal: He's discovering his body, and discovering that rubbing his penis feels good. There's nothing wrong with that.","You expect him to feel bad or ashamed about the behavior.","target-prior","implicative_predicates",63.61,90.24,84.93,20.11,15.39,54.856,35.3481085774048
"657","What he's doing is totally and completely normal: He's discovering his body, and discovering that rubbing his penis feels good. There's nothing wrong with that. You can't avoid making him feel bad or ashamed about the behavior.","You expect him to feel bad or ashamed about the behavior.","target-negated","implicative_predicates",92.17,75.85,98.02,89.35,77.97,86.672,9.47387565888428
"657","What he's doing is totally and completely normal: He's discovering his body, and discovering that rubbing his penis feels good. There's nothing wrong with that. You can avoid making him feel bad or ashamed about the behavior.","You expect him to feel bad or ashamed about the behavior.","target-original","implicative_predicates",99.96,82.99,32.56,NA,NA,71.8366666666667,35.0569199065368
"677","<i>(No context.)</i>","Victor Santos attempted to make it out of third inning in back-to-back starts.","target-prior","implicative_predicates",0.6,51.65,0.05,49.25,89.17,38.144,37.9806290100625
"677","  Streaks: Victor Santos hasn't failed to make it out of third inning in back-to-back starts.","Victor Santos attempted to make it out of third inning in back-to-back starts.","target-negated","implicative_predicates",100,100,98.65,100,100,99.73,0.603738353924941
"677","  Streaks: Victor Santos has failed to make it out of third inning in back-to-back starts.","Victor Santos attempted to make it out of third inning in back-to-back starts.","target-original","implicative_predicates",99.97,100,100,93.4,NA,98.3425,3.29503034887389
"682"," Mr. Chapin, 38, knows that many people find this kind of stuff laughable in an age of audioanimatronic theme parks.","Updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks is forced upon Mr. Chapin.","target-prior","implicative_predicates",70.74,1.76,99.46,66.03,NA,59.4975,41.2297937378623
"682"," Mr. Chapin, 38, knows that many people find this kind of stuff laughable in an age of audioanimatronic theme parks. Mr. Chapin doesn't resist updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks.","Updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks is forced upon Mr. Chapin.","target-negated","implicative_predicates",100,0,21.67,14.24,3.4,27.862,41.2385477435857
"682"," Mr. Chapin, 38, knows that many people find this kind of stuff laughable in an age of audioanimatronic theme parks. Mr. Chapin resists updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks.","Updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks is forced upon Mr. Chapin.","target-original","implicative_predicates",100,100,5.39,1.76,44.61,50.352,48.3362759219202
"684","In the taxi on the way to Lutce, I ponder the question of pork. ","Making pork for dinner takes courage for A-MA.","target-prior","implicative_predicates",1.01,79.3,0.84,3.98,49.1,26.846,35.7537673539447
"684","In the taxi on the way to Lutce, I ponder the question of pork.  When we were poor but not impoverished, A-Ma didn't dare to make pork for dinner.","Making pork for dinner takes courage for A-MA.","target-negated","implicative_predicates",84.4,32.7,100,100,NA,79.275,31.9089720925009
"684","In the taxi on the way to Lutce, I ponder the question of pork.  When we were poor but not impoverished, A-Ma dared to make pork for dinner.","Making pork for dinner takes courage for A-MA.","target-original","implicative_predicates",95.53,53.15,98.81,77.48,100,84.994,19.9848049777825
"686","But the twinkle in his eye masks toughness, arrogance, even ruthlessness. He has not stayed on top of Uganda by being soft.","Securing broad international support while defying Western pressure for multi-party democracy takes effort for Museveni.","target-prior","implicative_predicates",97.3,49.4,97.25,100,NA,85.9875,24.4254776480079
"686","But the twinkle in his eye masks toughness, arrogance, even ruthlessness. He has not stayed on top of Uganda by being soft. Almost alone among African leaders, Museveni hasn't managed to secure broad international support while defying Western pressure for multi-party democracy.","Securing broad international support while defying Western pressure for multi-party democracy takes effort for Museveni.","target-negated","implicative_predicates",82.65,100,100,100,89.53,94.436,7.99770154481898
"686","But the twinkle in his eye masks toughness, arrogance, even ruthlessness. He has not stayed on top of Uganda by being soft. Almost alone among African leaders, Museveni has managed to secure broad international support while defying Western pressure for multi-party democracy.","Securing broad international support while defying Western pressure for multi-party democracy takes effort for Museveni.","target-original","implicative_predicates",100,90.5,100,82.43,100,94.586,7.94351811227242
"696","His optimum playing weight is said to be 235, while his Ruthian weight could be as high as 280. In Duquette's cold calculation, Vaughn's knee surgery may foreshadow a physical decline, aided and abetted by late nights, drinking and a weight problem.","Duquette is asked to be interviewed.","target-prior","implicative_predicates",25.82,50.15,10.38,99.28,66.31,50.388,34.8145841566433
"696","His optimum playing weight is said to be 235, while his Ruthian weight could be as high as 280. In Duquette's cold calculation, Vaughn's knee surgery may foreshadow a physical decline, aided and abetted by late nights, drinking and a weight problem. Duquette didn't decline to be interviewed.","Duquette is asked to be interviewed.","target-negated","implicative_predicates",100,99.79,100,96.71,NA,99.125,1.61304060705241
"696","His optimum playing weight is said to be 235, while his Ruthian weight could be as high as 280. In Duquette's cold calculation, Vaughn's knee surgery may foreshadow a physical decline, aided and abetted by late nights, drinking and a weight problem. Duquette declined to be interviewed.","Duquette is asked to be interviewed.","target-original","implicative_predicates",0,100,95.96,100,100,79.192,44.3042246292608
"7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now.","Jane wasn't here before this week.","target-prior","change_of_state",0.43,0.12,0.04,10.93,88.61,20.026,38.620572626516
"7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now. Jane hadn't arrived earlier this week and and been so busy that, until now, he and Heather had exchanged only brief, impersonal greetings.","Jane wasn't here before this week.","target-negated","change_of_state",88.61,98.2,0,95.01,84.72,73.308,41.3189916382285
"7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now. Jason had arrived earlier this week but had been so busy that, until now, he and Heather had exchanged only brief, impersonal greetings.","Jane wasn't here before this week.","target-original","change_of_state",52.25,9.33,68.13,98.37,74.57,60.53,33.0784884781636
"719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer.","There are exactly two talks.","target-prior","numeric_determiners",98.29,100,24.28,98.2,0,64.154,48.2571339803764
"719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer. M23 is not seen as the stumbling block to progress in both talks.","There are exactly two talks.","target-negated","numeric_determiners",96.37,100,100,98.58,96.25,98.24,1.85524930939214
"719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer. M23 is seen as the stumbling block to progress in both talks.","There are exactly two talks.","target-original","numeric_determiners",100,100,99.71,NA,NA,99.9033333333333,0.167431578064995
"735","<i>(No context.)</i>","There are exactly two measures.","target-prior","numeric_determiners",77.1,50.6,1.31,1.38,1.38,26.354,35.4881259014899
"735","  A joint mailer sent out by the proponents of Proposition 60, which would require condom use in adult films, and Proposition 61, which seeks to lower drug prices for state agencies, does not urge voters to vote for both measures.","There are exactly two measures.","target-negated","numeric_determiners",100,28.86,100,99.34,29.81,71.602,38.5867181812602
"735","  A joint mailer sent out by the proponents of Proposition 60, which would require condom use in adult films, and Proposition 61, which seeks to lower drug prices for state agencies, urges voters to vote for both measures.","There are exactly two measures.","target-original","numeric_determiners",72.48,33.26,10.02,NA,NA,38.5866666666667,31.5688601842596
"74","And again. Getting close to the court now, she watched the ball machine spitting the balls out while Bryan with his increasingly powerful arms rolled the streamlined chair rapidly from one side to the other.","Something was placing the balls back on the other side just where he wanted them.","target-prior","clefts",100,50.6,34.25,91.84,74.18,70.174,27.6076489401035
"74","And again. Getting close to the court now, she watched the ball machine spitting the balls out while Bryan with his increasingly powerful arms rolled the streamlined chair rapidly from one side to the other. And it wasn't his same masterful stroke that was placing the balls back on the other side just where he wanted them.","Something was placing the balls back on the other side just where he wanted them.","target-negated","clefts",100,98.29,100,100,100,99.658,0.764735248304925
"74","And again. Getting close to the court now, she watched the ball machine spitting the balls out while Bryan with his increasingly powerful arms rolled the streamlined chair rapidly from one side to the other. And it was his same masterful stroke that was placing the balls back on the other side just where he wanted them.","Something was placing the balls back on the other side just where he wanted them.","target-original","clefts",100,94.81,100,NA,NA,98.27,2.99644789709416
"748","She tells her story in a halting whisper and refuses to give her full name. But she has learned to read and write, to sew and to cut hair.","She joined (saw) her family before.","target-prior","re_verbs",1.67,37.4,94.05,11.39,39.59,36.82,35.935670301248
"748","She tells her story in a halting whisper and refuses to give her full name. But she has learned to read and write, to sew and to cut hair. She won't rejoin her family.","She joined (saw) her family before.","target-negated","re_verbs",100,32.15,100,100,100,86.43,30.3434424546721
"748","She tells her story in a halting whisper and refuses to give her full name. But she has learned to read and write, to sew and to cut hair. She will rejoin her family.","She joined (saw) her family before.","target-original","re_verbs",100,99.97,100,100,82.09,96.412,8.00625193208407
"750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs.","Stitch N Print was open in the past.","target-prior","re_verbs",47.3,0.78,50.15,0.05,NA,24.57,27.9176395850366
"750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs. In the old industrial area, Stitch N Print, a small clothing manufacturer that left Millen in 2009, hadn't reopened.","Stitch N Print was open in the past.","target-negated","re_verbs",100,100,100,100,100,100,0
"750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs. In the old industrial area, Stitch N Print, a small clothing manufacturer that left Millen in 2009, had reopened.","Stitch N Print was open in the past.","target-original","re_verbs",94.74,99.73,100,100,NA,98.6175,2.58813156543481
"8","Then he remembered what had been done to Ben Zoma. And to Cadwallader.","He had sympathy for the woman.","target-prior","change_of_state",49.55,50.9,46.85,99.09,79.78,65.234,23.169148236394
"8","Then he remembered what had been done to Ben Zoma. And to Cadwallader. And his sympathy for the woman didn't melt away","He had sympathy for the woman.","target-negated","change_of_state",100,100,100,98.99,100,99.798,0.45168573145496
"8","Then he remembered what had been done to Ben Zoma. And to Cadwallader. And his sympathy for the woman melted away.","He had sympathy for the woman.","target-original","change_of_state",100,96.54,0,43.42,NA,59.99,47.64475347122
"829","When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor.","The entire second floor was accessible earlier.","target-prior","change_of_state",85.45,50.6,56.58,14.45,82.76,57.968,28.8094336980094
"829","When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor. They didn't close off the entire second floor for Prince.","The entire second floor was accessible earlier.","target-negated","change_of_state",40.32,90.5,98.95,99.34,100,85.822,25.7313625756585
"829","When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor. They closed off the entire second floor for Prince.","The entire second floor was accessible earlier.","target-original","change_of_state",98.62,100,50.15,NA,NA,82.9233333333333,28.3909251933313
"868",""" I said. I didn't think that she would refuse me.","Someone recited things to them in Redtown.","target-prior","clefts",0,0.6,41.35,0.43,NA,10.595,20.5048880351328
"868",""" I said. I didn't think that she would refuse me. She told me that it wasn't usually the old people who recited things to them in Redtown.","Someone recited things to them in Redtown.","target-negated","clefts",83.53,100,95.96,100,100,95.898,7.13180341849101
"868",""" I said. I didn't think that she would refuse me. She told me that it was usually the old people who recited things to them in Redtown.","Someone recited things to them in Redtown.","target-original","clefts",100,99.46,100,100,100,99.892,0.24149534156998
"87","Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did.","running what would have been from extra point point range was a gamble on a sloppy field.","target-prior","comparatives",9.85,96.2,20.58,19.4,99.43,49.092,44.6865793052008
"87","Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did. Tomlin reasoned that kicking what would have been from extra point range was not a bigger gamble on a sloppy field than running it in.","running what would have been from extra point point range was a gamble on a sloppy field.","target-negated","comparatives",96.31,100,7.36,100,97.98,80.33,40.8207104298786
"87","Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did. Tomlin reasoned that kicking what would have been from extra point range was a bigger gamble on a sloppy field than running it in.","running what would have been from extra point point range was a gamble on a sloppy field.","target-original","comparatives",99.9,79.78,96.71,96.02,NA,93.1025,9.04103377201228
"877"," Many strands of contemporary thought, including those embraced by ""deep greens"" and the far left, express aspects of such discontent.","Something has become the lighting rod for this fury.","target-prior","clefts",6.09,67.3,17.24,55.24,55.84,40.342,26.9061985423434
"877"," Many strands of contemporary thought, including those embraced by ""deep greens"" and the far left, express aspects of such discontent. But it isn't radical Islam that has become the lightning rod for this fury.","Something has become the lighting rod for this fury.","target-negated","clefts",87.75,100,100,99.79,100,97.508,5.45564569963996
"877"," Many strands of contemporary thought, including those embraced by ""deep greens"" and the far left, express aspects of such discontent. But it is radical Islam that has become the lightning rod for this fury.","Something has become the lighting rod for this fury.","target-original","clefts",100,100,100,NA,NA,100,0
"881","MORIARTY ","Someone is on trial.","target-prior","clefts",2.91,0.02,0.43,0.05,NA,0.8525,1.38430186977648
"881","MORIARTY  Suddenly it isn't Steve who's on trial.","Someone is on trial.","target-negated","clefts",100,100,93.4,100,100,98.68,2.95160973029972
"881","MORIARTY  Suddenly it's Steve who's on trial.","Someone is on trial.","target-original","clefts",100,100,100,100,100,100,0
"90"," Shares of the top 26 restaurant companies have seen their stocks lose an average 49.3% of their value from their highest points over the past 52 weeks.","The 46.5% decline of the Standard & Poor's 500 from its 52-week high is a pullback.","target-prior","comparatives",83.43,95.14,1.5,98.37,83.64,72.416,40.2068269078772
"90"," Shares of the top 26 restaurant companies have seen their stocks lose an average 49.3% of their value from their highest points over the past 52 weeks. That has not been an even harsher pullback than the 46.5% decline of the Standard & Poor's 500 from its 52-week high.","The 46.5% decline of the Standard & Poor's 500 from its 52-week high is a pullback.","target-negated","comparatives",100,42.98,99.25,100,96.25,87.696,25.0447765012986
"90"," Shares of the top 26 restaurant companies have seen their stocks lose an average 49.3% of their value from their highest points over the past 52 weeks. That's been an even harsher pullback than the 46.5% decline of the Standard & Poor's 500 from its 52-week high.","The 46.5% decline of the Standard & Poor's 500 from its 52-week high is a pullback.","target-original","comparatives",100,100,100,100,NA,100,0
