"sent_id","type","label","all_labels","ratings","workerids"
"686","target-original","E","E,E,N,N,E","100,100,97.04,63.61,100","44,65,2,104,77"
"687","target-negated","E","E,E,N,E,E","100,98.62,91.02,100,100","52,148,51,144,117"
"687","target-original","E","E,N,E,E,E","100,50,100,99.96,97.93","84,128,27,58,63"
"688","target-negated","E","E,C,E,E,E","100,0,100,99.59,100","84,65,111,2,59"
"688","target-original","E","E,E,N,E,E","100,98.65,80.6,98.16,98.88","39,148,133,83,60"
"689","target-negated","E","E,E,E,E,E","100,100,100,99.51,97.88","7,52,48,97,118"
"689","target-original","E","E,E,E,E,E","100,100,100,100,99.54","84,77,128,27,47"
"690","target-negated","E","E,E,E,E,N","100,100,100,99.31,38.27","145,129,59,83,34"
"690","target-original","E","E,E,E,E,N","100,100,100,100,91.02","91,63,125,13,92"
"691","target-negated","N","N,N,N,E,E","86.67,80.25,91.76,100,98.92","134,118,133,34,76"
"691","target-original","N","N,N,N,N,E","95.53,78.21,94.4,97.04,99.62","89,92,104,84,109"
"696","target-negated","E","E,E,N,E,N","100,99.79,96.71,100,97.04","7,35,36,34,54"
"696","target-original","E","C,E,E,E,N","0,100,100,100,95.96","20,39,15,32,48"
"697","target-negated","E","E,E,E,E,E","100,100,100,100,100","85,63,142,13,92"
"697","target-original","E","E,E,E,E,E","100,100,100,99.75,100","145,129,137,83,22"
"7","target-negated","E","E,N,E,E,E","99.54,77.72,97.88,99.22,100","43,47,26,28,34"
"7","target-original","E","E,E,C,E,N","99.62,100,0.49,99.71,75.47","22,44,18,2,129"
"70","target-original","E","E,C,E,E,E","100,0.23,100,100,99.59","91,135,66,63,58"
"700","target-negated","E","E,E,E,E,E","99.69,100,100,99.9,100","11,84,8,58,134"
"700","target-original","E","E,E,E,E,E","100,97.98,100,100,100","52,36,144,64,55"
"701","target-negated","E","E,E,E,E,E","100,99.25,100,100,100","84,94,128,27,117"
"701","target-original","E","E,E,E,E,E","100,100,100,100,100","52,148,51,97,111"
"703","target-negated","E","E,N,E,N,E","100,34.11,99.62,85.45,100","100,92,107,2,134"
"703","target-original","E","E,N,E,E,N","100,16.25,100,100,78.58","129,83,48,34,123"
"705","target-negated","E","E,E,E,E,E","100,100,99.54,100,100","39,54,36,108,85"
"705","target-original","E","E,E,E,E,E","100,99.77,100,100,99.46","119,135,65,63,107"
"706","target-negated","E","E,E,E,E,E","97.88,100,99.95,100,100","20,84,135,65,63"
"706","target-original","E","E,E,E,E,E","100,100,99.64,99.09,100","39,54,108,51,34"
"707","target-negated","E","E,E,E,N,N","98.02,100,99.4,74.31,52.1","118,129,83,144,123"
"707","target-original","E","N,E,N,E,E","91.93,100,95.84,98.99,100","92,111,2,49,104"
"708","target-negated","E","E,E,E,E,N","100,100,99.59,100,97.79","39,54,108,51,97"
"708","target-original","E","E,C,E,E,N","99.4,0,99.75,100,65.18","119,91,11,65,63"
"709","target-negated","E","E,N,E,E,N","98.16,86.67,100,100,96.98","109,127,34,44,2"
"709","target-original","E","E,E,E,E,E","99.51,100,100,100,100","94,27,125,79,137"
"71","target-negated","E","E,N,E,E,N","97.88,67.3,100,100,84.51","136,52,59,44,2"
"71","target-original","E","E,E,E,E,N","100,98.29,100,99.51,89.17","22,126,100,2,118"
"710","target-negated","E","N,N,E,E,E","23.65,86.97,100,100,100","7,52,48,97,134"
"710","target-original","E","E,E,N,E,E","100,100,10.47,100,99.64","84,77,128,27,63"
"713","target-negated","E","E,E,E,E,E","100,100,100,100,99.9","85,84,22,100,107"
"713","target-original","E","N,E,E,N,E","97.84,98.11,99.25,96.6,99.28","47,54,148,109,97"
"714","target-negated","E","E,E,E,E,E","100,100,100,100,100","11,66,8,100,85"
"714","target-original","E","E,E,E,E,E","100,100,99.28,100,99.79","117,133,60,123,11"
"719","target-negated","E","E,E,E,N,E","100,100,98.37,97.3,100","43,47,26,28,34"
"719","target-original","E","N,E,N,E,E","44.46,99.49,97.79,98.92,100","22,44,18,2,76"
"721","target-negated","E","E,E,E,N,E","100,99.37,99.34,53.9,100","119,20,94,125,137"
"721","target-original","E","E,E,N,E,E","100,99.4,50.6,100,100","28,109,127,34,2"
"725","target-negated","E","E,E,E,E,E","100,100,100,100,100","11,66,27,8,134"
"725","target-original","E","E,E,E,E,N","100,100,99.46,100,95.65","134,148,60,44,2"
"726","target-negated","E","E,E,E,E,E","100,100,99.75,100,100","118,129,83,144,123"
"726","target-original","E","N,E,N,E,E","71.01,100,97.25,99.59,100","92,111,2,49,104"
"729","target-negated","E","E,N,E,E,E","100,59.09,100,100,100","134,118,117,52,129"
"729","target-original","E","E,E,E,E,N","100,100,100,100,72.61","78,65,46,100,92"
"73","target-negated","E","E,N,E,E,E","100,87.85,100,100,100","134,118,117,52,129"
"73","target-original","E","E,E,N,E,N","99.87,100,90.5,100,74.44","78,65,46,100,92"
"733","target-negated","N","E,N,N,C,N","100,49.55,73.66,1.12,51.95","134,145,137,116,144"
"733","target-original","N","N,C,N,N,N","66.31,0,50.6,11.3,61.15","20,44,8,13,104"
"735","target-negated","E","E,E,E,N,E","100,99.46,100,46.7,100","47,26,28,36,34"
"735","target-original","E","E,E,E,E,E","100,100,100,100,97.88","4,22,44,46,13"
"738","target-original","E","E,E,E,E,N","100,99.75,100,99.71,41.05","39,54,108,51,97"
"74","target-negated","E","E,E,E,E,E","100,100,100,100,98.29","20,39,15,32,48"
"74","target-original","E","E,E,E,N,E","100,100,100,94.81,100","22,44,8,13,129"
"740","target-negated","N","N,E,N,N,E","94.94,98.62,50.15,77.1,98.88","39,54,148,133,60"
"741","target-negated","E","E,E,N,E,N","99.12,100,93.62,98.58,72.48","136,129,133,83,60"
"741","target-original","E","E,E,E,E,E","100,100,100,100,100","91,22,65,111,2"
"744","target-negated","E","E,E,E,E,E","100,100,100,100,99.99","65,66,27,33,118"
"744","target-original","E","N,E,E,E,E","51.05,100,100,99.54,100","117,76,51,60,111"
"745","target-negated","E","E,E,N,E,N","100,99.4,89.89,99.22,83.97","134,118,26,54,148"
"745","target-original","N","E,N,N,N,N","100,76.1,22.9,89.17,86.87","84,92,104,118,28"
"746","target-original","E","E,E,E,E,E","100,100,100,100,100","39,129,148,59,104"
"748","target-negated","E","E,E,E,N,E","100,100,100,32.15,100","4,44,27,8,13"
"748","target-original","E","E,E,N,E,E","100,100,82.09,99.97,100","7,26,35,36,59"
"749","target-negated","N","N,E,N,E,N","96.2,100,95.4,99.69,97.3","118,129,137,83,92"
"749","target-original","N","E,E,N,N,N","100,100,87.17,91.27,89.89","66,63,125,13,92"
"75","target-negated","N","N,N,N,E,N","75.72,95.59,58.95,100,88.89","119,46,94,125,130"
"75","target-original","N","N,N,N,N,N","97.04,12.54,87.85,61.15,96.31","145,118,28,127,34"
"750","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"750","target-original","E","E,E,N,E,E","100,100,94.74,99.73,100","7,26,35,36,59"
"751","target-negated","N","E,C,N,N,N","100,2.02,96.82,28.99,8.32","39,54,108,51,97"
"751","target-original","N","N,E,E,N,N","84.93,100,99.94,50.6,79.42","119,91,11,65,63"
"752","target-negated","N","E,N,E,N,N","100,82.65,100,80.36,97.74","63,125,142,13,92"
"752","target-original","N","N,N,E,E,N","96.88,89.07,100,100,67.85","118,117,129,137,83"
"754","target-negated","E","E,N,E,E,E","100,97.45,100,99.54,100","52,36,144,118,28"
"754","target-original","E","E,E,E,E,E","99.79,100,99.57,97.98,99.91","11,84,8,58,63"
"757","target-negated","N","N,E,N,E,N","97.74,97.88,96.2,99.31,95.71","136,43,145,137,35"
"757","target-original","E","E,E,E,E,N","99.37,98.33,100,100,62.45","11,78,142,13,104"
"758","target-negated","E","E,E,E,N,E","100,100,100,97.35,98.41","85,66,142,92,111"
"758","target-original","E","E,E,E,E,E","100,100,99.02,99.57,100","134,54,133,109,123"
"759","target-negated","E","E,E,E,E,E","100,100,100,100,100","118,129,89,123,33"
"759","target-original","E","E,E,N,E,E","98.84,100,92.01,100,100","20,78,92,111,104"
"76","target-negated","N","C,N,C,N,N","0.72,6.31,0.25,2.5,7.52","28,109,127,34,111"
"76","target-original","E","E,E,N,E,N","99.16,98.81,97.09,98.33,81.52","119,20,94,125,118"
"762","target-negated","N","N,N,E,N,N","75.98,84.08,100,71.95,73.79","134,145,137,108,144"
"762","target-original","E","E,E,N,E,E","100,99.34,94.61,99.79,100","44,8,18,58,13"
"763","target-negated","N","E,C,N,N,N","100,0,96.6,2.5,52.7","39,54,108,60,26"
"763","target-original","E","E,E,E,C,N","100,100,100,1.5,6.75","64,85,44,78,63"
"766","target-negated","E","E,E,E,E,E","100,100,100,100,100","7,52,48,97,137"
"766","target-original","E","E,E,E,E,E","100,100,100,99.37,99.88","84,27,100,107,63"
"769","target-negated","E","E,E,N,E,E","100,100,6.75,100,100","119,91,22,128,2"
"769","target-original","E","E,E,E,E,E","100,100,100,99.9,99.83","136,117,129,83,60"
"770","target-original","E","E,E,E,E,E","100,100,100,99.46,98.99","145,118,28,127,34"
"771","target-negated","E","E,E,E,E,E","98.77,99.64,100,99.79,100","94,8,79,58,134"
"771","target-original","E","E,E,E,E,E","100,100,100,100,99.51","52,148,97,144,63"
"772","target-negated","N","N,N,E,N,N","2.86,40.32,100,49.1,87.56","85,46,66,13,104"
"772","target-original","N","N,E,N,C,N","10.38,100,70.06,0,33.97","117,137,36,108,144"
"774","target-negated","E","E,E,E,N,N","99.22,100,99.73,84.51,68.41","20,44,8,13,104"
"774","target-original","E","E,E,E,N,N","100,99.85,100,60.56,74.18","134,145,137,116,144"
"777","target-original","E","E,E,E,E,N","100,100,98.37,99.62,84.4","118,129,35,83,92"
"778","target-negated","E","E,E,N,N,E","100,100,92.4,73.4,100","119,46,94,125,130"
"778","target-original","E","E,N,N,E,E","100,96.54,90.67,99.62,98.54","145,118,28,127,34"
"779","target-negated","E","E,E,N,N,E","100,100,95.77,26.34,100","39,54,108,60,134"
"779","target-original","E","E,E,E,E,E","100,100,100,100,100","64,85,44,78,63"
"780","target-negated","E","E,E,E,E,E","100,100,100,100,100","11,66,27,8,145"
"780","target-original","E","E,E,E,E,N","100,100,99.73,99.93,94.33","134,148,60,44,2"
"783","target-negated","E","E,E,E,E,E","100,100,100,100,100","78,65,46,100,92"
"783","target-original","E","E,N,N,E,E","100,18.25,96.14,100,100","134,118,117,52,129"
"784","target-negated","E","E,E,E,E,E","100,100,100,100,100","44,78,66,142,104"
"784","target-original","E","E,E,E,E,E","100,100,100,100,99.71","136,145,137,35,133"
"786","target-negated","E","E,E,E,E,E","100,100,100,99.75,100","39,129,28,83,116"
"786","target-original","E","E,E,E,E,E","100,100,100,100,100","119,77,92,111,2"
"787","target-negated","E","E,E,E,E,E","100,100,100,99.37,100","134,145,137,54,144"
"787","target-original","E","E,E,E,E,E","100,100,100,100,100","44,78,8,104,134"
"788","target-negated","E","E,E,E,E,E","100,100,100,100,99.77","119,77,92,111,2"
"788","target-original","E","E,E,E,E,E","100,100,100,98.95,100","39,129,28,83,116"
"789","target-negated","E","E,E,E,E,E","100,100,100,99.31,100","145,129,59,83,2"
"789","target-original","E","E,E,E,E,E","100,100,100,100,100","91,63,125,13,92"
"79","target-negated","N","N,E,E,N,N","76.73,100,99.64,92.48,90.67","85,128,66,63,125"
"79","target-original","E","E,E,E,E,E","100,100,100,100,100","39,117,54,108,34"
"790","target-negated","E","E,E,E,N,N","100,100,99.9,96.88,67.71","7,134,136,133,116"
"790","target-original","E","E,E,E,E,E","100,100,100,100,100","85,44,79,13,104"
"791","target-negated","E","E,E,N,E,N","99.9,100,97.6,98.92,62.16","136,137,35,133,108"
"791","target-original","E","E,E,E,E,E","100,99.79,100,100,100","78,58,142,13,104"
"8","target-negated","E","E,E,E,E,E","100,100,100,100,98.99","20,39,15,32,48"
"803","target-negated","E","E,E,E,E,E","100,99.09,99.49,99.9,100","118,129,83,97,123"
"803","target-original","E","E,E,E,E,E","100,99.57,100,100,100","65,77,142,13,2"
"804","target-negated","E","E,N,E,E,E","100,91.1,100,99.54,100","54,36,108,109,145"
"804","target-original","E","E,E,E,E,E","100,100,100,100,100","84,44,66,125,92"
"806","target-negated","E","N,E,N,E,E","50.15,100,96.71,100,100","85,44,79,13,104"
"806","target-original","E","E,E,E,N,N","100,100,100,93.4,50.15","7,134,136,133,116"
"808","target-negated","E","C,E,E,E,E","0,100,100,100,100","65,77,142,13,2"
"808","target-original","E","E,E,E,E,E","100,100,99.49,99.49,100","118,129,83,97,123"
"811","target-negated","E","E,E,E,E,E","100,100,100,100,100","85,63,142,13,92"
"811","target-original","E","E,E,E,E,E","99.94,100,100,99.4,100","145,129,137,83,33"
"813","target-negated","E","E,E,N,E,E","100,100,94.26,100,99.71","119,91,92,111,2"
"813","target-original","E","E,E,E,E,E","100,99.02,100,100,99.22","136,26,28,148,83"
"816","target-negated","E","E,E,E,E,E","100,100,100,99.85,100","84,128,27,58,117"
"816","target-original","E","E,E,E,E,E","100,100,100,100,100","52,148,51,144,63"
"817","target-negated","E","E,E,E,E,E","100,100,100,100,100","85,44,79,13,104"
"817","target-original","E","E,E,E,E,E","100,100,100,98.24,100","7,134,136,133,116"
"819","target-negated","E","E,E,E,N,E","100,100,99.06,96.14,99.12","119,20,94,125,35"
"819","target-original","E","E,E,E,N,E","100,98.95,99.28,97.79,100","28,109,127,34,111"
"820","target-negated","E","E,E,E,E,N","99.46,100,100,98.16,95.59","47,54,148,109,97"
"822","target-negated","E","E,E,E,E,E","100,99.64,100,99.46,100","61,109,51,60,134"
"822","target-original","E","E,E,E,E,E","100,99.51,100,100,99.9","77,94,66,8,107"
"829","target-negated","E","N,E,N,E,E","90.5,98.95,40.32,100,99.34","20,39,15,32,48"
"829","target-original","E","E,E,N,E,E","100,100,50.15,98.62,100","22,44,8,13,76"
"832","target-negated","N","N,N,E,N,E","52.4,16.14,100,12.73,100","134,145,137,54,144"
"833","target-negated","N","N,N,N,N,N","54.79,97.79,92.09,96.93,75.98","84,94,128,27,26"
"833","target-original","N","N,E,N,N,N","51.5,100,79.42,97.25,95.65","52,148,51,97,92"
"835","target-negated","N","N,N,N,C,N","2.96,51.2,17.46,0,13.63","85,84,22,100,107"
"835","target-original","N","N,N,N,N,N","77.35,12.44,61.15,80.83,92.48","47,54,148,109,97"
"840","target-negated","N","N,N,E,E,N","6.53,29.81,100,99.43,95.53","39,129,148,59,92"
"840","target-original","N","N,E,N,E,N","70.74,100,41.05,100,14.76","18,92,111,2,104"
"843","target-negated","N","N,E,E,N,N","76.35,100,100,87.85,44.91","118,117,129,137,83"
"843","target-original","N","E,N,E,N,N","100,52.25,100,52.55,28.86","63,125,142,13,92"
"848","target-negated","E","E,E,E,N,N","100,100,100,97.25,50.15","7,52,48,97,134"
"848","target-original","E","E,E,E,E,N","100,100,100,100,67.02","84,77,128,27,63"
"853","target-negated","E","E,E,E,E,E","100,100,99.06,99.77,100","39,54,108,60,134"
"853","target-original","E","E,E,E,E,E","100,100,100,100,100","64,85,44,78,63"
"854","target-negated","E","E,N,E,E,E","99.62,85.35,100,99.25,100","11,66,27,8,118"
"854","target-original","E","E,E,E,E,E","100,100,99.46,100,100","134,148,60,44,2"
"855","target-negated","E","N,E,E,N,E","51.5,100,100,97.5,100","11,78,142,13,104"
"855","target-original","E","E,E,E,E,E","100,100,100,100,100","136,43,145,137,35"
"858","target-negated","N","N,N,N,N,N","74.57,37.98,88.42,59.98,51.5","52,148,97,144,26"
"858","target-original","N","N,N,N,N,N","64.61,40.02,48.05,15.92,8.48","94,8,79,58,63"
"861","target-negated","N","N,C,N,N,N","20.22,1.08,70.06,93.84,63.32","52,36,144,118,28"
"861","target-original","E","E,E,N,E,E","99.9,100,50.3,99.73,100","11,84,8,58,18"
"862","target-negated","E","E,E,E,E,E","100,100,99.19,99.54,100","119,91,44,78,111"
"862","target-original","E","E,N,N,E,E","100,97.45,95.9,99.02,99.25","136,36,133,83,60"
"865","target-negated","E","E,E,E,E,N","99.43,98.92,100,99.94,72.34","44,8,18,58,13"
"865","target-original","E","E,E,E,E,E","100,100,100,99.37,100","134,145,137,108,144"
"868","target-negated","E","E,N,E,E,N","100,83.53,100,100,95.96","20,15,32,45,48"
"868","target-original","E","E,E,E,E,E","100,100,100,100,99.46","25,7,26,35,36"
"869","target-negated","E","E,N,E,N,E","100,73.27,100,96.25,99.46","119,135,65,63,107"
"869","target-original","E","E,E,E,E,E","100,100,99.02,100,100","39,54,36,108,26"
"87","target-negated","E","E,E,N,E,N","100,100,96.31,97.98,7.36","20,39,15,32,48"
"87","target-original","N","N,N,E,N,N","96.02,96.71,99.9,79.78,94.94","7,35,36,34,107"
"872","target-negated","E","E,E,E,E,N","100,100,99.94,99.31,90.85","39,117,54,108,111"
"872","target-original","E","N,E,E,E,N","77.72,100,100,100,97.3","85,91,44,78,63"
"873","target-negated","N","N,N,N,N,E","63.46,50.15,96.31,50.45,97.98","20,84,135,65,63"
"873","target-original","E","E,E,E,E,E","100,100,100,100,100","39,54,108,51,34"
"875","target-negated","E","N,C,E,E,E","50.75,0,99.25,100,100","119,91,44,78,111"
"876","target-negated","E","E,E,E,E,E","100,100,100,100,99.79","85,84,22,100,107"
"876","target-original","E","E,E,E,E,E","100,100,100,98.16,100","47,54,148,109,97"
"877","target-negated","E","E,E,N,E,E","100,100,87.75,99.79,100","7,26,35,36,34"
"877","target-original","E","E,E,E,E,E","100,100,100,100,100","22,44,8,18,13"
"878","target-negated","E","E,N,E,E,N","99.9,87.95,100,100,71.14","63,125,142,13,92"
"878","target-original","E","E,E,E,E,E","99.46,100,100,100,99.49","118,117,129,137,83"
"879","target-negated","E","E,E,E,E,N","100,100,100,99.57,95.53","84,44,66,125,92"
"879","target-original","E","E,E,E,N,E","100,99.02,100,95.53,100","54,36,108,109,137"
"88","target-negated","E","E,E,N,E,N","100,100,80.95,99.62,67.99","145,118,28,127,34"
"88","target-original","E","E,N,C,E,E","100,45.81,0.17,100,100","119,46,94,125,130"
"881","target-negated","E","E,E,E,N,E","100,100,100,93.4,100","7,26,35,36,34"
"881","target-original","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"889","target-negated","E","E,E,E,E,E","100,99.57,100,100,99.19","44,78,8,104,26"
"889","target-original","E","E,E,E,E,E","100,100,100,100,100","134,145,137,54,144"
"890","target-negated","E","E,E,E,E,E","100,97.98,100,100,99.25","39,55,54,108,60"
"890","target-original","E","E,E,E,N,E","100,100,100,89.44,98.69","91,44,78,92,107"
"895","target-negated","E","N,E,E,E,E","88.33,100,100,100,100","7,52,48,97,134"
"895","target-original","E","E,E,E,E,N","100,100,100,100,88.42","84,77,128,27,63"
"899","target-negated","E","E,E,E,E,N","100,100,100,100,95.65","91,22,65,111,2"
"899","target-original","E","E,E,N,E,E","98.92,100,94.4,99.09,100","136,129,133,83,60"
"90","target-negated","E","N,E,N,E,E","96.25,100,42.98,100,99.25","20,15,32,45,48"
"90","target-original","E","E,E,E,E,E","100,100,100,100,100","22,44,27,8,2"
"901","target-negated","E","E,E,E,N,N","100,100,100,96.31,89.89","84,65,111,2,129"
"901","target-original","E","E,E,N,E,E","100,100,85.76,98.5,99.34","39,148,133,83,60"
"904","target-negated","E","E,E,E,E,E","100,98.29,100,100,100","65,66,27,33,117"
"904","target-original","N","E,N,N,N,E","100,62.6,56.88,92.01,100","117,76,51,60,104"
"907","target-negated","N","E,N,N,N,E","100,90.67,13.63,84.72,99.57","39,26,117,133,60"
"907","target-original","E","E,E,E,N,N","100,100,100,96.14,94.94","77,66,111,2,35"
"91","target-original","N","N,C,N,N,N","63.03,0,87.07,92.48,41.35","145,108,109,89,144"
"911","target-negated","N","N,N,N,E,E","31.87,94.81,10.38,98.92,100","7,26,35,36,34"
"911","target-original","N","N,E,N,N,N","38.85,99.34,75.98,95.53,94.19","22,44,27,8,2"
"912","target-negated","E","E,E,C,N,E","100,99.83,0,97.25,100","22,126,100,2,134"
"912","target-original","E","E,E,E,E,E","100,100,100,100,100","136,52,59,44,2"
"915","target-negated","E","E,N,E,E,E","100,97.3,100,98.24,100","7,26,35,36,34"
"915","target-original","E","E,E,E,E,E","100,100,100,100,99.09","20,11,15,32,48"
"916","target-negated","E","E,N,E,E,N","100,92.56,100,99.46,93.98","61,109,51,60,145"
"916","target-original","E","E,N,E,E,E","100,94.26,100,100,99.09","77,94,66,8,107"
"92","target-negated","E","E,E,E,E,N","100,100,99.69,100,84.93","85,128,66,63,125"
"92","target-original","N","E,E,N,N,N","100,100,88.89,85.66,85.86","39,117,54,108,34"
"925","target-negated","E","C,E,E,E,E","0,100,100,100,99.19","91,22,65,111,2"
"925","target-original","N","N,E,N,N,E","84.93,100,93.76,96.54,99.25","136,129,133,83,60"
"928","target-negated","N","E,N,E,N,N","100,77.48,98.92,51.65,50","117,133,60,123,22"
"928","target-original","N","E,N,N,C,N","99.22,15.49,10.74,0,90.67","11,66,8,100,137"
"932","target-negated","E","E,E,E,E,E","100,100,100,100,100","44,78,63,142,33"
"932","target-original","E","E,E,E,E,E","100,99.94,100,100,99.16","39,52,54,108,60"
"934","target-negated","N","E,E,N,N,N","100,99.9,96.71,2.35,52.4","39,54,108,60,134"
"934","target-original","E","E,N,E,E,N","100,95.14,99.59,99.25,9.85","64,85,44,78,63"
"94","target-negated","E","E,E,E,N,E","100,100,100,91.35,100","91,44,78,92,107"
"94","target-original","E","E,E,E,E,E","100,100,100,98.92,99.34","39,55,54,108,60"
"947","target-negated","N","N,N,N,N,N","20.94,2.7,55.84,2.7,92.25","25,7,26,36,34"
"947","target-original","C","C,E,C,C,E","0,99.51,0,1.19,99.88","22,44,8,13,59"
"95","target-negated","N","N,C,N,N,N","85.55,0.31,30.76,97.14,4.29","25,7,26,36,34"
"95","target-original","N","N,E,E,N,N","49.1,100,100,23.9,4.86","22,44,8,13,54"
"952","target-negated","E","E,E,E,E,N","99.34,99.49,100,100,78.82","44,78,8,104,26"
"952","target-original","E","N,E,E,E,N","96.02,100,100,99.28,87.75","134,145,137,54,144"
"954","target-negated","E","E,N,E,N,E","100,74.31,100,91.1,100","18,92,111,2,104"
"954","target-original","E","E,E,E,E,E","100,100,100,100,100","39,129,148,59,111"
"956","target-original","E","E,E,N,E,E","100,98.62,94.94,98.24,100","7,26,35,36,34"
"957","target-negated","N","N,N,N,N,E","50.45,89.17,71.95,96.88,100","134,118,26,54,148"
"957","target-original","N","N,N,N,N,E","94.68,65.04,71.95,92.72,100","84,92,104,118,28"
"958","target-negated","E","E,E,E,E,E","100,100,100,100,100","11,78,142,13,104"
"958","target-original","E","E,E,E,E,E","100,98.37,100,100,97.98","136,43,145,137,35"
"960","target-negated","E","N,E,E,N,E","84.93,99.62,99.94,95.71,99.66","25,7,26,36,34"
"960","target-original","E","E,E,E,E,E","100,100,100,100,98.37","22,44,8,13,54"
"961","target-negated","E","E,E,E,N,E","99.25,99.88,100,91.6,97.98","119,135,65,63,107"
"961","target-original","E","E,N,E,E,E","100,12.73,98.5,98.2,100","39,54,36,108,85"
"962","target-negated","E","N,E,N,E,E","50.45,100,3.18,99.46,100","145,118,28,127,34"
"962","target-original","E","E,E,N,N,E","100,100,90.5,95.65,99.22","119,46,94,125,130"
"963","target-negated","E","E,N,E,N,E","100,96.88,100,95.33,97.93","39,54,148,133,60"
"963","target-original","E","E,E,E,E,E","100,100,100,100,98.07","22,78,8,111,2"
"966","target-negated","E","E,E,E,N,E","100,99.28,99.85,78.7,100","78,58,142,13,104"
"966","target-original","E","E,E,N,N,E","97.98,100,94.74,97.09,100","136,137,35,133,108"
"967","target-negated","E","N,E,E,N,E","74.96,100,100,18.02,100","118,129,89,123,22"
"967","target-original","N","N,E,N,E,N","74.83,98.37,83.32,100,95.33","20,78,92,111,104"
"968","target-negated","E","N,E,E,N,E","92.56,100,100,97.14,100","20,39,15,32,48"
"968","target-original","E","E,E,E,E,E","100,100,99.69,98.92,100","7,26,35,36,129"
"969","target-negated","N","N,E,N,N,E","86.07,100,64.04,50,100","118,129,89,123,22"
"969","target-original","E","N,E,N,E,E","95.59,98.24,87.95,100,100","20,78,92,111,104"
"97","target-negated","N","E,N,N,C,N","100,3.46,70.33,0,90.67","39,54,36,108,134"
"97","target-original","E","C,E,E,N,E","0,99.77,100,95.84,99.12","119,135,65,63,107"
"971","target-negated","N","N,N,N,N,N","95.65,92.48,2.86,64.18,4.86","47,54,148,109,97"
"971","target-original","N","N,N,E,N,N","91.93,50,100,96.66,91.1","85,84,22,100,107"
"972","target-negated","E","N,N,E,E,E","48.5,49.1,100,99.16,100","134,145,137,108,144"
"972","target-original","N","E,N,N,E,N","100,90.42,91.1,99.9,85.24","44,8,18,58,13"
"974","target-negated","E","N,E,E,E,N","94.4,100,100,100,95.71","7,52,48,97,118"
"974","target-original","E","E,E,E,E,E","100,100,100,100,98.2","84,77,128,27,18"
"975","target-negated","E","E,E,N,N,E","98.45,99.54,71.41,89.44,100","20,78,92,111,104"
"975","target-original","E","N,E,E,N,E","84.93,100,100,92.79,100","118,129,89,123,111"
"976","target-negated","E","E,E,E,N,E","100,98.62,100,54.94,100","44,78,63,142,33"
"976","target-original","N","E,N,N,E,N","100,91.1,96.37,99.28,91.27","39,52,54,108,60"
"979","target-negated","E","E,E,N,E,N","100,100,97.45,100,69.24","39,129,148,59,34"
"979","target-original","N","E,N,N,N,N","100,16.14,12.83,84.51,81.52","18,92,111,2,104"
"980","target-negated","E","E,E,N,E,E","100,100,95.96,100,100","65,77,94,66,27"
"980","target-original","N","N,N,E,N,N","96.14,96.98,99.54,12.83,75.47","133,51,60,123,92"
"982","target-negated","E","N,E,E,N,E","82.43,100,100,96.6,100","85,44,79,13,104"
"982","target-original","E","E,E,E,N,N","100,100,97.88,91.35,88.04","7,134,136,133,116"
"983","target-negated","E","E,E,N,E,C","100,100,3.23,100,0","65,77,94,66,27"
"983","target-original","E","E,E,E,E,E","98.88,100,99.28,98.29,100","133,51,60,123,111"
"985","target-original","E","E,C,N,E,E","99.51,0,13.53,100,99.64","44,78,63,142,33"
"988","target-negated","E","E,E,N,E,E","99.12,100,90.42,99.22,100","136,137,35,133,108"
"988","target-original","E","E,E,E,E,E","100,99.79,100,100,100","78,58,142,13,104"
"989","target-negated","N","N,N,E,N,C","82.09,53.15,99.02,48.35,0","7,35,36,34,59"
"989","target-original","E","E,E,N,E,E","100,100,96.43,100,99.28","22,44,46,27,8"
"991","target-negated","E","E,E,E,E,N","100,100,100,100,82.87","20,11,15,32,48"
"991","target-original","E","E,E,N,N,E","100,99.9,90.85,71.95,100","7,26,35,36,34"
"993","target-negated","E","E,E,E,E,E","100,100,100,100,100","22,44,27,8,2"
"993","target-original","E","E,E,E,N,E","100,100,100,96.2,100","7,26,35,36,34"
"999","target-negated","N","E,E,N,N,N","100,100,91.93,71.95,84.82","20,39,15,32,48"
"999","target-original","E","E,E,E,E,E","100,100,100,99.28,99.28","7,26,35,36,107"
"adv_1","target-negated","E","N,E,E,N,E","2.65,100,99.46,35.39,100","39,54,108,51,34"
"adv_1","target-original","E","N,N,E,E,E","96.08,89.89,99.91,100,100","20,84,135,65,63"
"adv_1008","target-negated","N","N,N,E,N,N","50.15,50.6,100,50.45,13.33","11,66,27,8,26"
"adv_1008","target-original","N","N,N,N,E,N","49.4,49.4,55.24,99.71,46.25","134,148,60,44,2"
"adv_1020","target-negated","N","C,N,N,C,N","0.84,49.55,48.95,1.27,59.98","94,8,79,58,117"
"adv_1020","target-original","N","N,N,N,N,N","52.4,50.15,3.07,35.25,2.5","52,148,97,144,63"
"adv_104","target-negated","N","N,N,N,N,N","11.11,87.85,76.86,22.28,29.81","119,91,92,111,2"
"adv_104","target-original","N","N,N,N,C,N","73.14,74.96,61.58,1.42,45.81","136,26,28,148,83"
